timestamp,key
1744561627.6298282,alt_l_press
1744561627.6578782,tab_press
1744561627.8028324,tab_release
1744561630.4242377,alt_l_release
1744561636.9739501,alt_l_press
1744561637.2340782,tab_press
1744561637.3791149,tab_release
1744561637.681963,tab_press
1744561637.8369093,tab_release
1744561638.1489801,alt_l_release
1744561644.33469,alt_l_press
1744561644.3827488,tab_press
1744561644.5297618,tab_release
1744561645.0467632,alt_l_release
1744561659.3853786,space_press
1744561659.4903808,space_release
1744561662.684719,space_press
1744561662.8397856,space_release
1744561663.8478482,space_press
1744561663.970822,space_release
1744561670.5556562,space_press
1744561670.6976118,space_release
1744561672.587859,space_press
1744561672.702794,space_release
1744561673.3539317,space_press
1744561673.4519148,space_release
1744561676.623735,space_press
1744561676.738237,space_release
1744561677.8126054,space_press
1744561677.9523625,space_release
1744561681.2148237,space_press
1744561681.408825,space_release
1744561684.3251684,space_press
1744561684.4660897,space_release
1744561685.0712228,space_press
1744561685.1731982,space_release
1744561686.664373,space_press
1744561687.1752346,space_press
1744561687.2077894,space_press
1744561687.2384827,space_press
1744561687.270244,space_press
1744561687.3004584,space_press
1744561687.3317487,space_press
1744561687.3778143,space_press
1744561687.4098058,space_press
1744561687.4395967,space_press
1744561687.4703848,space_press
1744561687.4765358,space_release
1744561688.2196262,space_press
1744561688.4325926,space_release
1744561689.2129564,space_press
1744561689.4227803,space_release
1744561690.7378829,space_press
1744561690.8768797,space_release
1744561694.037245,space_press
1744561694.5082903,space_release
1744561696.2095046,space_press
1744561696.3066142,space_release
1744561699.263837,space_press
1744561699.7664037,space_press
1744561699.8106337,space_press
1744561699.816827,space_release
1744561700.129919,space_press
1744561700.237875,space_release
1744561701.8621345,space_press
1744561702.0141199,space_release
1744561703.5683248,space_press
1744561703.6712344,space_release
1744561705.1134756,space_press
1744561705.2174919,space_release
1744561707.4907653,space_press
1744561707.5917296,space_release
1744561710.2452638,space_press
1744561710.3310416,space_release
1744561711.5603955,space_press
1744561711.64918,space_release
1744561713.5784972,space_press
1744561713.7373781,space_release
1744561714.4355135,space_press
1744561714.51346,space_release
1744561715.2986424,space_press
1744561715.4855807,space_release
1744561717.3402028,space_press
1744561717.4458413,space_release
1744561719.1062233,space_press
1744561719.2420459,space_release
1744561720.5392966,space_press
1744561720.6131206,space_release
1744561721.9883544,space_press
1744561722.140541,space_release
1744561722.685417,space_press
1744561722.8104177,space_release
1744561724.1695504,space_press
1744561724.4096143,space_release
1744561725.5567102,space_press
1744561725.6506975,space_release
1744561726.4649293,space_press
1744561726.5288424,space_release
1744561727.2164092,space_press
1744561727.3028734,space_release
1744561728.00398,space_press
1744561728.0669858,space_release
1744561728.79008,space_press
1744561729.0381005,space_release
1744561730.3202786,space_press
1744561730.6662323,space_release
1744561731.6694381,space_press
1744561731.8454113,space_release
1744561732.4344864,space_press
1744561732.5305269,space_release
1744561735.634029,space_press
1744561735.7608418,space_release
1744561736.7791076,space_press
1744561736.8930697,space_release
1744561737.4600806,space_press
1744561737.626068,space_release
1744561740.2677894,space_press
1744561740.4114327,space_release
1744561741.2915168,space_press
1744561741.3834856,space_release
1744561741.9786189,space_press
1744561742.0815701,space_release
1744561742.7440972,space_press
1744561742.8406417,space_release
1744561744.8799047,space_press
1744561745.011873,space_release
1744561745.5991006,space_press
1744561745.736964,space_release
1744561747.153172,space_press
1744561747.3071423,space_release
1744561749.2173243,space_press
1744561749.2693613,space_release
1744561750.4805212,space_press
1744561750.5407467,space_release
1744561753.0928848,space_press
1744561753.1837997,space_release
1744561754.9660554,space_press
1744561755.0572598,space_release
1744561756.3662164,space_press
1744561756.4321814,space_release
1744561757.0572665,space_press
1744561757.1412597,space_release
1744561757.7672858,space_press
1744561758.018418,space_release
1744561760.8566866,space_press
1744561760.9766972,space_release
1744561761.5558498,space_press
1744561761.664741,space_release
1744561762.9249249,space_press
1744561763.0368378,space_release
1744561764.635108,space_press
1744561764.7432778,space_release
1744561767.4374292,space_press
1744561767.5474179,space_release
1744561770.2077355,space_press
1744561770.2826836,space_release
1744561773.0610852,space_press
